COD_PAR;COD_PAR_INV;TALHAO;MATGEN;PARCELA;LEVANTAMENTO;ANO;IDADE;DAP;DENSIDADE;AREABASAL;ALTURA;ALTURADOMINANTE;VOLUMECOMERCIAL;VOLUMETOTAL;S2;S1;PR;Classe Idade;NMED;SEQMED;NV;VC/VT;
90103-1098-03_19;90103-1098-03_19_IFC 2010;90103-1098-03;Pinus taeda;19;IFC 2010;2010;7,4;20,0;1698,8;2,8;12,7;14,0;310,3;339,1;6,9;62,0;241,3;7,0;2;1;5,0;0,92;
90103-1098-03_19;90103-1098-03_19_IFC 2013;90103-1098-03;Pinus taeda;19;IFC 2013;2013;10,1;20,9;1618,9;3,0;16,4;18,4;394,5;422,3;40,9;63,6;290,0;10,0;2;2;3,8;0,93;
90103-1101-03_20;90103-1101-03_20_IFC 2010;90103-1101-03;Pinus taeda;20;IFC 2010;2010;7,4;19,7;1598,9;2,5;12,6;14,1;274,3;303,3;9,7;32,5;232,1;7,0;3;1;5,3;0,90;
90103-1101-03_20;90103-1101-03_20_IFC 2013;90103-1101-03;Pinus taeda;20;IFC 2013;2013;8,9;20,2;1558,9;2,6;15,8;14,5;337,4;363,8;13,1;35,9;288,4;9,0;3;2;4,3;0,93;
90103-1101-03_20;90103-1101-03_20_IFC 2013;90103-1101-03;Pinus taeda;20;IFC 2013;2013;10,1;20,8;1538,9;2,7;16,5;18,7;376,8;403,2;29,5;53,6;293,6;10,0;3;3;3,8;0,93;
90103-1106-03_18;90103-1106-03_18_IFC 2010;90103-1106-03;Pinus taeda;18;IFC 2010;2010;7,4;19,8;1499,0;2,4;12,4;13,2;266,6;293,2;26,2;51,7;188,7;7,0;3;1;5,1;0,91;
90103-1106-03_18;90103-1106-03_18_IFC 2013;90103-1106-03;Pinus taeda;18;IFC 2013;2013;8,9;21,2;1419,0;2,6;15,7;14,4;339,1;362,6;35,6;61,6;241,8;9,0;3;2;3,9;0,94;
90103-1106-03_18;90103-1106-03_18_IFC 2013;90103-1106-03;Pinus taeda;18;IFC 2013;2013;10,1;22,1;1399,0;2,8;16,6;17,6;392,5;416,2;77,4;69,1;246,0;10,0;3;3;3,4;0,94;
90103-1111-03_17;90103-1111-03_17_IFC 2010;90103-1111-03;Pinus taeda;17;IFC 2010;2010;7,4;19,1;1558,9;2,3;12,4;12,4;244,3;271,7;9,3;17,6;217,3;7,0;2;1;5,7;0,90;
90103-1111-03_17;90103-1111-03_17_IFC 2013;90103-1111-03;Pinus taeda;17;IFC 2013;2013;8,9;20,2;1479,0;2,5;15,9;14,8;319,4;345,9;18,9;44,9;255,6;9,0;2;2;4,3;0,92;
90103-1113-04_4;90103-1113-04_4_IFC 2011;90103-1113-04;Pinus taeda;4;IFC 2011;2011;7,4;18,9;1718,8;2,5;14,1;14,7;298,8;327,7;12,9;39,9;246,0;7,0;2;1;5,2;0,91;
90103-1113-04_4;90103-1113-04_4_IFC 2014;90103-1113-04;Pinus taeda;4;IFC 2014;2014;9,9;20,9;1618,9;2,9;15,6;17,2;383,0;409,0;34,1;71,8;277,1;10,0;2;2;4,0;0,94;
90103-1117-04_3;90103-1117-04_3_IFC 2011;90103-1117-04;Pinus taeda;3;IFC 2011;2011;7,4;18,6;1678,8;2,4;14,2;15,2;279,0;307,9;5,9;16,2;257,0;7,0;2;1;5,5;0,91;
90103-1117-04_3;90103-1117-04_3_IFC 2014;90103-1117-04;Pinus taeda;3;IFC 2014;2014;9,9;20,6;1598,9;2,8;15,6;17,1;361,5;386,6;21,6;53,7;286,2;10,0;2;2;4,1;0,94;
90103-1137-02_1;90103-1137-02_1_IFC 2011;90103-1137-02;Pinus taeda;1;IFC 2011;2011;9,5;20,5;1454,8;2,6;17,2;18,8;385,7;411,8;68,4;71,9;245,4;9,0;2;1;3,5;0,94;
90103-1137-02_1;90103-1137-02_1_IFC 2014;90103-1137-02;Pinus taeda;1;IFC 2014;2014;11,8;21,0;1377,2;2,7;18,4;19,3;402,2;428,1;79,7;71,0;251,5;12,0;2;2;3,2;0,94;
90103-1138-02_2;90103-1138-02_2_IFC 2011;90103-1138-02;Pinus taeda;2;IFC 2011;2011;9,5;21,0;1479,0;2,8;17,1;17,0;401,3;426,9;60,5;86,9;254,0;9,0;2;1;3,5;0,94;
90103-1138-02_2;90103-1138-02_2_IFC 2014;90103-1138-02;Pinus taeda;2;IFC 2014;2014;11,8;22,5;1439,0;3,1;19,0;21,1;495,2;520,8;114,4;100,1;280,6;12,0;2;2;2,8;0,95;
90103-1139-02_3;90103-1139-02_3_IFC 2011;90103-1139-02;Pinus taeda;3;IFC 2011;2011;9,5;19,5;1605,0;2,8;16,9;17,5;373,8;402,2;38,4;74,4;261,1;9,0;2;1;4,0;0,93;
90103-1139-02_3;90103-1139-02_3_IFC 2014;90103-1139-02;Pinus taeda;3;IFC 2014;2014;11,8;21,1;1567,6;3,1;18,6;19,7;450,3;479,4;62,8;79,7;307,7;12,0;2;2;3,3;0,94;
90103-1140-02_4;90103-1140-02_4_IFC 2011;90103-1140-02;Pinus taeda;4;IFC 2011;2011;9,5;21,9;1416,0;2,9;17,5;18,7;436,9;462,0;105,0;86,1;245,8;10,0;2;1;3,1;0,95;
90103-1140-02_4;90103-1140-02_4_IFC 2014;90103-1140-02;Pinus taeda;4;IFC 2014;2014;11,8;22,5;1396,6;3,1;18,9;20,8;485,8;511,2;137,0;88,4;260,4;12,0;2;2;2,7;0,95;
90103-1141-02_6;90103-1141-02_6_IFC 2011;90103-1141-02;Pinus taeda;6;IFC 2011;2011;9,5;20,7;1359,1;2,4;17,2;18,8;370,6;394,4;85,2;65,7;219,8;10,0;2;1;3,4;0,94;
90103-1141-02_6;90103-1141-02_6_IFC 2014;90103-1141-02;Pinus taeda;6;IFC 2014;2014;11,8;22,0;1279,1;2,6;19,0;21,9;428,4;450,9;123,5;69,8;235,1;12,0;2;2;2,8;0,95;
90103-1142-02_5;90103-1142-02_5_IFC 2011;90103-1142-02;Pinus taeda;5;IFC 2011;2011;9,5;20,5;1379,1;2,5;17,0;18,5;367,5;393,2;76,5;81,2;209,8;10,0;2;1;3,5;0,93;
90103-1142-02_5;90103-1142-02_5_IFC 2014;90103-1142-02;Pinus taeda;5;IFC 2014;2014;11,8;21,8;1299,1;2,6;18,7;20,0;423,7;447,3;110,8;77,4;235,6;12,0;2;2;2,9;0,95;
90103-1143-02_7;90103-1143-02_7_IFC 2011;90103-1143-02;Pinus taeda;7;IFC 2011;2011;9,5;21,3;1419,0;2,8;17,3;18,7;418,3;442,6;99,3;93,6;225,4;10,0;2;1;3,2;0,95;
90103-1143-02_7;90103-1143-02_7_IFC 2014;90103-1143-02;Pinus taeda;7;IFC 2014;2014;11,8;23,0;1299,1;2,9;19,2;22,4;480,5;501,6;125,7;112,6;242,2;12,0;2;2;2,6;0,96;
90103-1144-02_8;90103-1144-02_8_IFC 2011;90103-1144-02;Pinus taeda;8;IFC 2011;2011;9,5;19,9;1455,7;2,7;16,9;18,3;352,8;380,7;49,8;70,8;232,2;9,0;2;1;3,8;0,93;
90103-1144-02_8;90103-1144-02_8_IFC 2014;90103-1144-02;Pinus taeda;8;IFC 2014;2014;11,8;21,9;1381,0;3,1;18,8;20,0;445,1;469,6;102,5;86,3;256,4;12,0;2;2;2,9;0,95;
90103-116-05_18;90103-116-05_18_IFC 2013;90103-116-05;Pinus taeda;18;IFC 2013;2013;7,1;16,8;1678,8;2,0;12,6;12,1;194,8;224,3;0,0;5,2;189,6;7,0;2;1;7,5;0,87;
90103-116-05_18;90103-116-05_18_IFC 2013;90103-116-05;Pinus taeda;18;IFC 2013;2013;7,9;18,1;1678,8;2,3;13,0;13,3;244,5;272,0;6,2;21,1;217,3;8,0;2;2;6,2;0,90;
90103-1211-05_4;90103-1211-05_4_IFC 2013;90103-1211-05;Pinus taeda;4;IFC 2013;2013;7,0;17,6;1660,9;2,3;12,8;13,0;217,4;244,3;3,2;6,7;207,6;7,0;2;1;6,8;0,89;
90103-1211-05_4;90103-1211-05_4_IFC 2013;90103-1211-05;Pinus taeda;4;IFC 2013;2013;8,2;18,5;1660,9;2,5;13,0;13,5;245,4;274,2;6,8;20,5;218,2;8,0;2;2;6,1;0,90;
90103-1212-05_3;90103-1212-05_3_IFC 2013;90103-1212-05;Pinus taeda;3;IFC 2013;2013;7,0;18,5;1598,9;2,2;12,9;13,5;235,4;262,5;6,2;21,9;207,4;7,0;2;1;6,1;0,90;
90103-1212-05_3;90103-1212-05_3_IFC 2013;90103-1212-05;Pinus taeda;3;IFC 2013;2013;8,2;19,3;1538,9;2,3;13,3;14,9;261,6;286,5;13,6;34,1;214,0;8,0;2;2;5,4;0,91;
90103-1213-05_5;90103-1213-05_5_IFC 2013;90103-1213-05;Pinus taeda;5;IFC 2013;2013;7,0;19,7;1499,0;2,4;13,2;14,4;263,4;288,9;12,2;46,8;204,4;7,0;2;1;5,2;0,91;
90103-1213-05_5;90103-1213-05_5_IFC 2013;90103-1213-05;Pinus taeda;5;IFC 2013;2013;8,2;21,0;1439,0;2,6;13,4;14,6;297,1;319,6;38,7;62,0;196,5;8,0;2;2;4,5;0,93;
90103-1219-05_2;90103-1219-05_2_IFC 2013;90103-1219-05;Pinus taeda;2;IFC 2013;2013;7,0;17,7;1435,4;2,1;12,7;12,1;190,3;215,0;0,0;9,7;180,6;7,0;2;1;6,7;0,89;
90103-1219-05_2;90103-1219-05_2_IFC 2013;90103-1219-05;Pinus taeda;2;IFC 2013;2013;8,2;18,7;1357,8;2,2;13,0;13,6;211,6;235,5;6,1;18,6;186,9;8,0;2;2;5,8;0,90;
90103-1223-05_1;90103-1223-05_1_IFC 2013;90103-1223-05;Pinus taeda;1;IFC 2013;2013;7,0;17,9;1663,3;2,1;12,8;13,3;225,4;255,0;10,6;10,9;203,9;7,0;2;1;6,5;0,88;
90103-1223-05_1;90103-1223-05_1_IFC 2013;90103-1223-05;Pinus taeda;1;IFC 2013;2013;8,2;18,8;1641,4;2,3;13,1;14,4;260,3;287,9;14,9;26,8;218,7;8,0;2;2;5,7;0,90;
90103-1226-03_5;90103-1226-03_5_IFC 2010;90103-1226-03;Pinus taeda;5;IFC 2010;2010;7,4;19,9;1598,9;2,5;12,7;14,5;282,2;309,3;9,2;35,0;238,0;7,0;2;1;5,2;0,91;
90103-1226-03_5;90103-1226-03_5_IFC 2013;90103-1226-03;Pinus taeda;5;IFC 2013;2013;8,9;21,1;1519,0;2,8;16,4;16,4;382,5;406,5;31,2;71,7;279,6;9,0;2;2;3,7;0,94;
90103-1228-03_6;90103-1228-03_6_IFC 2010;90103-1228-03;Pinus taeda;6;IFC 2010;2010;7,4;20,1;1479,0;2,5;12,7;14,3;275,1;301,5;23,2;53,8;198,1;7,0;3;1;4,9;0,91;
90103-1228-03_6;90103-1228-03_6_IFC 2013;90103-1228-03;Pinus taeda;6;IFC 2013;2013;8,9;21,3;1439,0;2,7;16,4;17,5;377,9;401,4;56,2;64,7;256,9;9,0;3;2;3,6;0,94;
90103-1228-03_6;90103-1228-03_6_IFC 2013;90103-1228-03;Pinus taeda;6;IFC 2013;2013;10,0;21,9;1439,0;2,8;16,8;19,0;412,1;435,6;80,2;75,8;256,1;10,0;3;3;3,3;0,95;
90103-1229-03_4;90103-1229-03_4_IFC 2010;90103-1229-03;Pinus taeda;4;IFC 2010;2010;7,4;19,9;1598,9;2,6;12,7;14,1;287,8;313,4;10,1;52,8;224,8;7,0;3;1;5,1;0,92;
90103-1229-03_4;90103-1229-03_4_IFC 2013;90103-1229-03;Pinus taeda;4;IFC 2013;2013;8,9;21,3;1578,9;2,9;16,5;16,9;409,9;435,3;43,2;76,3;290,5;9,0;3;2;3,6;0,94;
90103-1229-03_4;90103-1229-03_4_IFC 2013;90103-1229-03;Pinus taeda;4;IFC 2013;2013;10,0;21,8;1538,9;3,0;16,8;19,1;431,4;456,2;53,5;96,1;281,7;10,0;3;3;3,4;0,95;
90103-1233-03_2;90103-1233-03_2_IFC 2010;90103-1233-03;Pinus taeda;2;IFC 2010;2010;7,4;20,3;1538,9;2,7;12,7;13,6;291,1;316,6;26,5;44,0;220,6;7,0;2;1;4,9;0,92;
90103-1233-03_2;90103-1233-03_2_IFC 2013;90103-1233-03;Pinus taeda;2;IFC 2013;2013;8,9;20,8;1439,0;2,7;15,6;14,4;338,7;361,7;35,3;58,3;245,1;9,0;2;2;4,0;0,94;
90103-1234-03_3;90103-1234-03_3_IFC 2010;90103-1234-03;Pinus taeda;3;IFC 2010;2010;7,4;19,7;1419,0;2,4;12,4;12,2;243,2;269,6;3,4;45,2;194,6;7,0;3;1;5,3;0,90;
90103-1234-03_3;90103-1234-03_3_IFC 2013;90103-1234-03;Pinus taeda;3;IFC 2013;2013;8,9;20,8;1419,0;2,6;15,3;13,0;320,2;342,4;12,4;72,6;235,2;9,0;3;2;4,1;0,94;
90103-1234-03_3;90103-1234-03_3_IFC 2013;90103-1234-03;Pinus taeda;3;IFC 2013;2013;10,0;22,0;1399,0;2,9;16,5;17,0;393,2;416,7;51,2;102,1;239,9;10,0;3;3;3,4;0,94;
90103-126-03_51;90103-126-03_51_IFC 2010;90103-126-03;Pinus taeda;51;IFC 2010;2010;7,4;18,8;1718,8;2,5;12,6;14,5;245,1;277,4;0,0;16,8;228,3;7,0;3;1;6,2;0,88;
90103-126-03_51;90103-126-03_51_IFC 2013;90103-126-03;Pinus taeda;51;IFC 2013;2013;8,9;19,8;1678,8;2,7;16,0;17,4;357,5;386,2;9,4;50,9;297,2;9,0;3;2;4,3;0,93;
90103-126-03_51;90103-126-03_51_IFC 2013;90103-126-03;Pinus taeda;51;IFC 2013;2013;10,0;20,2;1658,9;2,8;16,2;19,3;380,4;406,7;15,2;65,7;299,5;10,0;3;3;4,1;0,94;
90103-127-03_52;90103-127-03_52_IFC 2010;90103-127-03;Pinus taeda;52;IFC 2010;2010;7,4;17,4;1618,9;2,0;11,9;11,8;187,6;212,9;3,2;4,4;179,9;7,0;2;1;7,6;0,88;
90103-127-03_52;90103-127-03_52_IFC 2013;90103-127-03;Pinus taeda;52;IFC 2013;2013;8,9;18,9;1598,9;2,3;15,4;15,1;295,4;323,9;12,3;24,4;258,7;9,0;2;2;4,9;0,91;
90103-1272-05_2;90103-1272-05_2_IFC 2013;90103-1272-05;Pinus taeda;2;IFC 2013;2013;7,0;19,2;1499,0;2,2;14,8;14,0;285,8;312,0;9,1;46,2;230,5;7,0;2;1;4,8;0,92;
90103-1272-05_2;90103-1272-05_2_IFC 2013;90103-1272-05;Pinus taeda;2;IFC 2013;2013;7,9;20,5;1479,0;2,6;15,7;16,9;350,5;376,3;42,6;67,7;240,2;8,0;2;2;3,9;0,93;
90103-1279-02_26;90103-1279-02_26_IFC 2011;90103-1279-02;Pinus taeda;26;IFC 2011;2011;9,5;20,9;1439,0;2,6;17,2;17,6;383,3;408,2;50,0;83,1;250,2;9,0;2;1;3,5;0,94;
90103-1279-02_26;90103-1279-02_26_IFC 2014;90103-1279-02;Pinus taeda;26;IFC 2014;2014;11,8;22,2;1419,0;2,9;19,4;20,4;479,0;502,8;92,4;96,4;290,1;12,0;2;2;2,8;0,95;
90103-1281-31_2;90103-1281-31_2_IFC 2010;90103-1281-31;Pinus taeda;2;IFC 2010;2010;7,4;17,1;1339,1;1,6;12,5;13,9;157,6;180,9;0,0;7,2;150,4;7,0;2;1;7,4;0,87;
90103-1281-31_2;90103-1281-31_2_IFC 2013;90103-1281-31;Pinus taeda;2;IFC 2013;2013;10,0;19,0;1319,1;2,0;16,1;17,8;271,9;296,2;12,2;43,6;216,1;10,0;2;2;4,5;0,92;
90103-1283-31_1;90103-1283-31_1_IFC 2010;90103-1283-31;Pinus taeda;1;IFC 2010;2010;7,4;17,9;1479,0;2,0;12,6;14,2;197,8;222,8;3,0;14,8;180,0;7,0;2;1;6,6;0,89;
90103-1283-31_1;90103-1283-31_1_IFC 2013;90103-1283-31;Pinus taeda;1;IFC 2013;2013;10,0;19,6;1419,0;2,2;16,6;18,6;315,9;340,6;22,1;43,3;250,5;10,0;2;2;4,2;0,93;
90103-13-05_5;90103-13-05_5_IFC 2013;90103-13-05;Pinus taeda;5;IFC 2013;2013;7,1;16,9;1578,9;1,9;12,7;14,2;194,0;220,8;0,0;9,4;184,6;7,0;2;1;7,2;0,88;
90103-13-05_5;90103-13-05_5_IFC 2013;90103-13-05;Pinus taeda;5;IFC 2013;2013;7,9;18,0;1538,9;2,1;13,1;14,3;221,7;249,2;3,1;28,7;190,0;8,0;2;2;6,2;0,89;
90103-134-03_49;90103-134-03_49_IFC 2010;90103-134-03;Pinus taeda;49;IFC 2010;2010;7,4;19,4;1479,0;2,4;12,7;14,7;244,0;268,7;6,3;39,3;198,4;7,0;3;1;5,5;0,91;
90103-134-03_49;90103-134-03_49_IFC 2013;90103-134-03;Pinus taeda;49;IFC 2013;2013;8,9;22,3;1419,0;2,9;16,6;18,1;409,0;431,2;59,1;99,4;250,6;9,0;3;2;3,3;0,95;
90103-134-03_49;90103-134-03_49_IFC 2013;90103-134-03;Pinus taeda;49;IFC 2013;2013;10,0;22,7;1399,0;3,0;17,0;20,4;436,7;458,9;79,7;100,7;256,2;10,0;3;3;3,0;0,95;
90103-138-03_46;90103-138-03_46_IFC 2010;90103-138-03;Pinus taeda;46;IFC 2010;2010;7,4;19,3;1499,0;2,3;12,8;15,2;234,0;261,0;6,6;31,6;195,9;7,0;2;1;5,7;0,90;
90103-138-03_46;90103-138-03_46_IFC 2013;90103-138-03;Pinus taeda;46;IFC 2013;2013;10,0;21,0;1499,0;2,8;16,4;18,5;377,3;402,8;44,0;78,0;255,3;10,0;2;2;3,7;0,94;
90103-14-05_6;90103-14-05_6_IFC 2013;90103-14-05;Pinus taeda;6;IFC 2013;2013;7,1;17,5;1758,8;2,2;12,9;13,5;230,0;259,6;0,0;4,7;225,3;7,0;2;1;6,8;0,89;
90103-14-05_6;90103-14-05_6_IFC 2013;90103-14-05;Pinus taeda;6;IFC 2013;2013;7,9;18,7;1738,8;2,5;13,3;14,9;271,6;300,4;3,1;23,6;245,0;8,0;2;2;5,8;0,90;
90103-141-03_50;90103-141-03_50_IFC 2010;90103-141-03;Pinus taeda;50;IFC 2010;2010;7,4;19,7;1299,1;2,0;12,7;13,9;210,5;230,9;5,9;27,4;177,2;7,0;2;1;5,6;0,91;
90103-141-03_50;90103-141-03_50_IFC 2013;90103-141-03;Pinus taeda;50;IFC 2013;2013;8,9;20,7;1239,1;2,3;16,0;16,7;283,9;304,8;16,2;51,5;216,2;9,0;2;2;4,1;0,93;
90103-1417-02_1;90103-1417-02_1_IFC 2011;90103-1417-02;Pinus taeda;1;IFC 2011;2011;9,5;20,8;1578,9;2,8;17,3;17,9;403,4;429,9;47,8;72,7;282,9;10,0;2;1;3,7;0,94;
90103-1417-02_1;90103-1417-02_1_IFC 2014;90103-1417-02;Pinus taeda;1;IFC 2014;2014;11,8;22,1;1499,0;3,1;19,4;21,0;501,2;527,9;88,5;103,6;309,1;12,0;2;2;2,8;0,95;
90103-1418-02_2;90103-1418-02_2_IFC 2011;90103-1418-02;Pinus taeda;2;IFC 2011;2011;9,5;21,5;1280,3;2,6;17,3;18,2;358,5;380,4;63,7;80,7;214,0;10,0;2;1;3,4;0,94;
90103-1418-02_2;90103-1418-02_2_IFC 2014;90103-1418-02;Pinus taeda;2;IFC 2014;2014;11,8;22,4;1222,1;2,7;19,3;21,0;417,4;439,4;95,1;86,2;236,0;12,0;2;2;2,8;0,95;
90103-142-03_48;90103-142-03_48_IFC 2010;90103-142-03;Pinus taeda;48;IFC 2010;2010;7,4;21,2;1379,1;2,6;13,1;14,2;271,1;293,4;12,7;58,5;199,9;7,0;3;1;4,7;0,92;
90103-142-03_48;90103-142-03_48_IFC 2013;90103-142-03;Pinus taeda;48;IFC 2013;2013;8,9;21,9;1339,1;2,7;16,5;18,1;366,4;387,8;43,6;87,9;235,0;9,0;3;2;3,5;0,94;
90103-142-03_48;90103-142-03_48_IFC 2013;90103-142-03;Pinus taeda;48;IFC 2013;2013;10,0;22,6;1319,1;2,7;16,8;18,8;394,2;415,6;58,0;98,1;238,1;10,0;3;3;3,2;0,95;
90103-1424-02_3;90103-1424-02_3_IFC 2011;90103-1424-02;Pinus taeda;3;IFC 2011;2011;9,5;22,0;1299,1;2,7;17,4;18,8;404,2;427,4;118,8;76,1;209,3;10,0;2;1;3,0;0,95;
90103-1424-02_3;90103-1424-02_3_IFC 2014;90103-1424-02;Pinus taeda;3;IFC 2014;2014;11,8;23,4;1239,1;2,9;19,4;21,2;490,5;514,0;187,3;82,6;220,6;12,0;2;2;2,4;0,95;
90103-1426-00_21;90103-1426-00_21_IFC 2011;90103-1426-00;Pinus taeda;21;IFC 2011;2011;11,5;23,8;1219,2;3,0;18,3;21,7;452,6;470,9;132,1;88,9;231,6;11,0;2;1;2,6;0,96;
90103-1426-00_21;90103-1426-00_21_IFC 2014;90103-1426-00;Pinus taeda;21;IFC 2014;2014;14,0;24,6;1199,2;3,1;19,9;23,3;514,0;533,9;179,9;86,5;247,5;14,0;2;2;2,2;0,96;
90103-1428-00_20;90103-1428-00_20_IFC 2011;90103-1428-00;Pinus taeda;20;IFC 2011;2011;11,5;23,1;1359,1;2,9;18,1;21,0;463,2;485,1;100,8;95,6;266,8;12,0;2;1;2,8;0,95;
90103-1428-00_20;90103-1428-00_20_IFC 2014;90103-1428-00;Pinus taeda;20;IFC 2014;2014;14,0;23,9;1299,1;3,0;19,6;23,1;505,0;525,9;122,1;97,2;285,6;14,0;2;2;2,5;0,96;
90103-1430-00_19;90103-1430-00_19_IFC 2011;90103-1430-00;Pinus taeda;19;IFC 2011;2011;11,5;21,9;1419,0;2,8;17,6;19,0;419,9;443,6;64,7;85,2;270,1;12,0;2;1;3,2;0,95;
90103-1430-00_19;90103-1430-00_19_IFC 2014;90103-1430-00;Pinus taeda;19;IFC 2014;2014;14,0;23,0;1359,1;2,9;19,0;19,1;466,5;489,0;79,8;112,2;274,5;14,0;2;2;2,8;0,95;
90103-1431-00_22;90103-1431-00_22_IFC 2011;90103-1431-00;Pinus taeda;22;IFC 2011;2011;11,5;22,4;1279,1;2,7;17,9;20,4;416,9;439,0;88,1;88,5;240,3;12,0;2;1;2,9;0,95;
90103-1431-00_22;90103-1431-00_22_IFC 2014;90103-1431-00;Pinus taeda;22;IFC 2014;2014;14,0;23,4;1239,1;2,8;19,3;21,9;461,0;481,2;121,0;92,1;247,9;14,0;2;2;2,6;0,96;
90103-1432-00_40;90103-1432-00_40_IFC 2011;90103-1432-00;Pinus taeda;40;IFC 2011;2011;11,5;21,1;1379,1;2,5;17,4;18,7;373,8;397,7;56,3;68,5;249,1;11,0;2;1;3,5;0,94;
90103-1432-00_40;90103-1432-00_40_IFC 2014;90103-1432-00;Pinus taeda;40;IFC 2014;2014;14,0;21,7;1359,1;2,7;18,7;20,4;421,2;444,8;87,7;75,8;257,8;14,0;2;2;3,1;0,95;
90103-1432-00_9;90103-1432-00_9_IFC 2011;90103-1432-00;Pinus taeda;9;IFC 2011;2011;11,5;22,1;1279,1;2,7;17,4;18,2;385,5;407,7;88,6;75,3;221,6;11,0;2;1;3,1;0,95;
90103-1432-00_9;90103-1432-00_9_IFC 2014;90103-1432-00;Pinus taeda;9;IFC 2014;2014;14,0;23,3;1239,1;2,9;19,0;20,6;437,0;456,8;124,1;74,8;238,1;14,0;2;2;2,7;0,96;
90103-1433-00_8;90103-1433-00_8_IFC 2011;90103-1433-00;Pinus taeda;8;IFC 2011;2011;11,5;22,3;1399,0;2,8;17,8;19,7;427,5;451,9;65,4;90,5;271,6;11,0;2;1;3,1;0,95;
90103-1433-00_8;90103-1433-00_8_IFC 2014;90103-1433-00;Pinus taeda;8;IFC 2014;2014;14,0;23,4;1359,1;3,1;19,2;22,1;480,3;502,7;84,4;109,2;286,7;14,0;2;2;2,7;0,96;
90103-1434-00_41;90103-1434-00_41_IFC 2011;90103-1434-00;Pinus taeda;41;IFC 2011;2011;11,5;22,6;1239,1;2,6;17,8;19,0;397,4;418,3;91,8;80,9;224,8;11,0;2;1;3,0;0,95;
90103-1434-00_41;90103-1434-00_41_IFC 2014;90103-1434-00;Pinus taeda;41;IFC 2014;2014;14,0;23,3;1219,2;2,8;19,2;21,3;443,4;462,9;117,8;93,2;232,4;14,0;2;2;2,6;0,96;
90103-1435-00_7;90103-1435-00_7_IFC 2011;90103-1435-00;Pinus taeda;7;IFC 2011;2011;11,5;22,3;1439,0;3,0;17,8;19,6;460,7;484,8;107,9;86,9;265,9;11,0;2;1;3,0;0,95;
90103-1435-00_7;90103-1435-00_7_IFC 2014;90103-1435-00;Pinus taeda;7;IFC 2014;2014;14,0;23,6;1379,1;3,2;19,4;22,1;527,1;551,7;155,7;98,2;273,2;14,0;2;2;2,5;0,96;
90103-1436-00_6;90103-1436-00_6_IFC 2011;90103-1436-00;Pinus taeda;6;IFC 2011;2011;11,5;23,7;1239,1;2,9;18,0;19,4;445,5;464,2;121,0;93,2;231,3;11,0;2;1;2,7;0,96;
90103-1436-00_6;90103-1436-00_6_IFC 2014;90103-1436-00;Pinus taeda;6;IFC 2014;2014;14,0;24,9;1219,2;3,1;19,7;22,4;523,3;543,6;180,0;108,0;235,2;14,0;2;2;2,2;0,96;
90103-144-03_45;90103-144-03_45_IFC 2010;90103-144-03;Pinus taeda;45;IFC 2010;2010;7,4;17,6;1718,8;2,2;12,0;12,6;208,0;236,8;0,0;12,0;196,0;7,0;3;1;7,3;0,88;
90103-144-03_45;90103-144-03_45_IFC 2013;90103-144-03;Pinus taeda;45;IFC 2013;2013;8,9;18,9;1698,8;2,5;15,4;15,0;320,7;350,4;9,0;39,8;271,9;9,0;3;2;4,8;0,92;
90103-144-03_45;90103-144-03_45_IFC 2013;90103-144-03;Pinus taeda;45;IFC 2013;2013;10,0;19,3;1658,9;2,6;15,7;16,4;334,7;362,6;15,3;43,1;276,3;10,0;3;3;4,6;0,92;
90103-1444-00_1;90103-1444-00_1_IFC 2011;90103-1444-00;Pinus taeda;1;IFC 2011;2011;11,5;23,7;1222,1;2,9;18,1;19,5;446,6;465,8;127,6;90,4;228,6;11,0;2;1;2,6;0,96;
90103-1444-00_1;90103-1444-00_1_IFC 2014;90103-1444-00;Pinus taeda;1;IFC 2014;2014;14,0;24,9;1125,1;3,1;19,7;21,0;488,6;505,3;172,6;92,5;223,4;14,0;2;2;2,2;0,97;
90103-145-03_44;90103-145-03_44_IFC 2010;90103-145-03;Pinus taeda;44;IFC 2010;2010;7,4;17,8;1598,9;2,1;12,2;13,9;206,6;234,0;0,0;16,8;189,8;7,0;3;1;6,8;0,88;
90103-145-03_44;90103-145-03_44_IFC 2013;90103-145-03;Pinus taeda;44;IFC 2013;2013;8,9;20,2;1519,0;2,6;15,9;17,0;347,8;373,4;18,7;79,2;249,9;9,0;3;2;4,1;0,93;
90103-145-03_44;90103-145-03_44_IFC 2013;90103-145-03;Pinus taeda;44;IFC 2013;2013;10,0;20,8;1519,0;2,7;16,2;17,7;374,1;399,4;34,5;86,9;252,7;10,0;3;3;3,8;0,94;
90103-1493-00_18;90103-1493-00_18_IFC 2011;90103-1493-00;Pinus taeda;18;IFC 2011;2011;11,5;20,9;1578,9;2,8;17,5;19,8;420,4;449,6;38,6;92,9;289,0;11,0;2;1;3,5;0,94;
90103-1493-00_18;90103-1493-00_18_IFC 2014;90103-1493-00;Pinus taeda;18;IFC 2014;2014;14,0;23,0;1459,0;3,1;19,2;21,3;509,3;532,2;81,1;117,8;310,4;14,0;2;2;2,7;0,96;
90103-1494-00_16;90103-1494-00_16_IFC 2011;90103-1494-00;Pinus taeda;16;IFC 2011;2011;11,5;21,2;1459,0;2,9;17,4;18,8;396,7;423,5;56,0;80,9;259,7;11,0;2;1;3,4;0,94;
